Latitude,Longitude,Nearest City,Rainfall (mm),Temperature (°C),Humidity (%),River Discharge (m³/s),Water Level (m),Elevation (m),Area (m2),Land Cover,Soil Type,Population Density,Infrastructure,Historical Floods,Flood Occurred
18.861663446573512,78.83558373553426,Karimnagar,123.16326486177522,24.009520672486396,58.43376234981887,1692.9002774545531,2.578720071852098,284.09753891874664,76000000,Forest,Sandy,1176.0197618128204,0,0,0
35.57071488588757,77.6544507907107,Leh,282.12003711462563,29.919169433285454,71.85746055373943,3455.947107913692,7.455591082276939,79.6952017111983,45000000,Agricultural,Clay,1790.5620555521818,1,0,1
29.227824312530746,73.10846346258295,Bikaner,390.1617521707821,33.75850712009229,90.35312352152526,3499.7457701712237,12.0,108.06880029554853,90000000,Agricultural,Peat,4147.045021117686,0,1,1
25.361096041714063,85.61073343294315,Bihar Sharif,27.46861167331553,22.216470687241888,28.29935733972171,0.0,0.2742748017512329,159.41577826976544,46000000,Forest,Loam,1488.726376060099,1,0,0
12.52454057283066,81.82210065475024,Chennai,44.20335095509539,27.14395611162431,58.0198228099461,1043.4492098200626,1.461774299646684,182.1765426822062,426000000,Urban,Sandy,1005.692749701962,1,1,0
12.523841089749876,93.10532877739611,Port Blair,258.1189682428984,36.37555715367614,78.73492219889715,2830.8318942027,9.027427264499828,221.9338781913052,21000000,Forest,Sandy,94.74853964478206,1,1,1
9.684424752877785,68.93117783397969,Kavaratti,329.3030509643965,26.87502047909274,99.34318752789127,2720.7962235293944,8.867287980577927,235.99099189499825,4000000,Water Body,Silt,1938.590579081525,1,1,1
33.11910822747312,86.67216989909866,Gangtok,255.00480984866982,31.11220596587132,73.74839127899769,2766.286873268701,6.908330137501366,486.62779542733335,20000000,Agricultural,Clay,3558.1923395271697,0,1,1
25.432335340553056,90.12551747683527,Cooch Behar,74.43257929171403,34.72524676536618,62.646094648612475,1419.7792484539536,1.5538680604478015,569.9833823051005,12000000,Forest,Sandy,1022.2987205435738,0,0,0
28.53410475608532,90.0251105064609,Gangtok,301.99864950744035,22.42068553402861,69.13175198598375,2096.286887727063,8.09367654515853,295.5525305192194,20000000,Agricultural,Clay,6022.975651584261,1,1,1
8.59695033457827,93.69614504577024,Port Blair,61.11855338622047,21.199943232262505,58.888312034978355,1435.3915801281719,3.249361533352586,1902.6785496793543,21000000,Urban,Clay,369.3553652185166,1,0,0
36.12738571269784,89.14197854205533,Gangtok,171.90210704367172,37.72620243640769,65.00520176498918,2346.725019598738,5.054980328053361,644.4074507268532,20000000,Agricultural,Silt,1401.9779556340168,0,1,1
32.140836583212234,94.9064917877832,Along,81.34940385559025,31.47528064547079,38.34725202991344,1027.5130822122146,3.3660052703137326,1238.963778040762,10000000,Agricultural,Peat,4036.546121005784,0,0,1
14.157834209670009,77.64704139480585,Anantapur,94.90195777869758,20.038154305764245,26.010094586431975,1517.2725648743128,2.3475762891034715,2064.1249755074346,43000000,Agricultural,Sandy,10000.0,1,0,1
13.272924049005919,82.59307308579474,Chennai,66.6020235883108,21.66003562077998,55.007356485397146,1823.391251479365,1.992738106464869,142.47411898773854,426000000,Agricultural,Clay,1423.6912331732774,0,0,0
13.31873078574958,68.40831023520383,Kavaratti,161.02539858604806,26.79777531103124,74.05064218972977,1525.2278144103475,3.820706224728838,446.7175020887167,4000000,Desert,Silt,4056.498420605901,0,0,1
16.823025045826594,68.20177003179545,Mumbai,220.22327436622723,36.361880909656364,73.65316666396686,2726.0702236551056,5.7041789755493095,454.2136983863415,603000000,Forest,Loam,3533.3887793088,1,1,1
23.2179365173349,74.96367199309408,Ratlam,132.61897743967296,33.89040062410995,65.92407799223736,1659.0166140402719,5.2519212585649235,350.14966429460566,40000000,Water Body,Loam,8286.012678433279,0,0,1
20.526405540621358,70.92340871703347,Junagadh,84.63121581589108,34.402386920704316,57.158666889039964,721.1359509051279,3.3985380391115037,7.1566086558439785,24000000,Urban,Sandy,2086.111290175168,1,0,0
16.445645065743214,75.54612967013685,Bijapur,275.0304050026357,25.381450029487524,81.80961544093898,1971.9907906148505,7.061812928455181,1354.1343557591592,100000000,Agricultural,Loam,2674.7628531752275,0,1,1
25.743733946949003,73.13425554132353,Jodhpur,256.86075699634137,27.95404329738684,88.12148876231772,2843.6353733583,5.012907759229803,94.62991965969937,233000000,Agricultural,Peat,530.8569989917784,0,1,1
12.045321958909213,68.8270807203208,Kavaratti,600.0,23.209895976714016,100.0,4777.498274830261,12.0,4319.500461970578,4000000,Agricultural,Clay,930.1903521577036,0,1,1
16.472194807521326,94.36982024577543,Port Blair,95.31922789185015,25.506061202026068,55.28241369026189,1649.725657767948,2.4889470037022474,1186.0979385598832,21000000,Agricultural,Clay,3006.692210072914,1,0,0
18.62449345551706,68.23847081027786,Junagadh,242.8901746559016,21.263141312390044,83.26116755727756,1569.3051827179434,5.283139751538654,694.0195355466043,24000000,Forest,Sandy,2463.4313571167454,0,1,1
21.226029542294043,89.34638218577547,Haldia,209.81774069390886,22.768564388837405,67.01223159666269,2238.159876071212,5.613554237218745,134.36238579614877,250000000,Urban,Silt,1769.8580190979167,1,1,1
30.770102880397395,72.41228872066598,Bathinda,207.98228942929288,23.643091951141844,73.75519320793023,2035.6830274119322,5.654208926349347,579.5335734161586,106000000,Urban,Clay,3617.215427943887,1,0,1
13.790539682592431,94.45465903798839,Port Blair,80.96068171539946,27.12939875076292,40.37360182966954,1818.453284961247,3.4317619421336305,242.0836118495918,21000000,Agricultural,Loam,842.8756868897505,1,1,0
22.912798713994736,93.89108224810668,Aizawl,26.77403962898563,30.524191495872955,44.77177829926457,804.4617969490696,2.1969716197260563,232.62686123023505,21000000,Agricultural,Silt,3604.1672151074818,1,1,0
25.180022496999232,86.96313324470846,Bhagalpur,112.72235885555158,37.99772731214662,49.69859310222772,1646.8425297563479,3.675621055783608,1415.3532380843767,60000000,Agricultural,Clay,624.3180274013047,0,0,1
9.347061968879935,87.49479034421755,Port Blair,45.740388521373376,25.806993141052107,41.68932076454652,693.5911557327531,1.383527514645779,383.26058797596494,21000000,Agricultural,Loam,2047.9585734016532,0,0,0
25.618800705141712,68.15483511712097,Jaisalmer,72.64472266658012,31.52759954952344,56.614237854625735,1009.7150952557887,1.7451833160288495,479.3230988938407,30000000,Forest,Sandy,361.3932938841124,1,0,0
12.945199586931455,96.56127541729447,Port Blair,136.4220915009744,26.924680409113556,42.847987206135166,2012.3171861924532,3.0159791430130087,1481.027918980821,21000000,Agricultural,Loam,2184.5327488436437,0,0,0
9.886496196573106,93.45714550369861,Port Blair,122.70398501233254,33.77725006756776,47.49762615195907,1488.160657863943,4.002586037500809,73.50859055513139,21000000,Forest,Peat,5166.85490082937,1,1,1
35.51768058034666,93.95808054617267,Along,160.02409559430154,20.46816814341817,71.25200425545344,1412.6001014784347,4.643467838359434,722.3400673165703,10000000,Urban,Sandy,1983.1628790512696,1,0,1
36.00332895916222,87.11809157447529,Leh,38.838435333423234,24.786561947899692,44.257409206663695,1266.853525808243,0.8194677372616366,690.6089511198903,45000000,Agricultural,Peat,1192.1906919113994,1,0,1
31.443523095377373,77.99882093098157,Shimla,132.22021986465916,31.97708015917452,52.486437224834496,2232.1116007961555,3.243055309669724,443.0067774158562,35000000,Desert,Clay,445.32872271134187,0,0,1
16.83379930602775,93.91581082362394,Port Blair,321.68364901423234,31.489427944253258,92.75743115568568,3674.600361975271,9.732051180475626,1416.50566490662,21000000,Urban,Peat,1333.3895111906436,0,1,1
10.832491306185133,76.45399091638458,Thrissur,109.62366746722341,31.59968083431547,45.37014381922596,1893.0984645670487,2.5979267383104427,2290.2216962384873,101000000,Agricultural,Loam,5831.310724936353,0,0,0
27.84275776885255,84.31863475692388,Gorakhpur,179.27446485449056,36.455452626928896,55.49507785950722,1821.0927127684834,3.724341765035172,500.8932067998624,147000000,Desert,Loam,1488.3535260598635,1,0,1
20.76442231844844,70.89219819797259,Junagadh,154.91426197170398,17.59769610926723,61.157193331236016,1346.7811107212224,3.0828088948807193,487.26110640239455,24000000,Agricultural,Loam,613.3124893817237,0,0,0
11.539108810498586,94.73671327384976,Port Blair,226.01808454540034,20.473329595949362,72.51823995061713,1833.5739646953662,6.3360850637073725,557.8265450983162,21000000,Agricultural,Clay,6580.481664009167,0,0,1
22.360130393226836,72.08234327536519,Bhavnagar,172.8817047283712,31.36753220143739,58.505041855823194,1360.1569017689062,5.809166547109356,1027.348510249327,108000000,Forest,Loam,7894.380963839096,0,1,1
8.997267112341333,74.52200736618181,Kochi,50.662879657266714,32.88047305001279,44.96120118335228,867.8954243393607,2.4584963260879213,882.2415400380012,95000000,Forest,Clay,9235.844028176152,1,0,0
34.37029166028468,84.18589058571823,Leh,42.45557763135368,31.930557197889904,59.7004347180109,1548.1672570750097,0.149009614795935,201.68202447151225,45000000,Agricultural,Clay,2194.0968268896486,0,0,0
15.504619466400491,90.15869700617647,Port Blair,93.82331135194929,44.252159075733445,53.71169313196227,588.9757890999412,2.2355799720192926,52.822401362003156,21000000,Agricultural,Clay,2478.046813328112,1,0,0
